 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_err_T1,rel_flux_err_C2,rel_flux_SNR_T1,rel_flux_SNR_C2,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2
11,aligned_HD_152060Bessell V1037_out.fits,11.000000,0.000000,58592.836291,2458592.836291,2458592.836031,2458592.831207,0.000000,1.178890,57.974082,NaN,45.000000,0.000000,0.000000,8.074089,5.000000,11.000000,17.000000,0.771113,0.000000,0.002553,0.000000,302.059443,0.000000,209571.000000,457.797479,492.434787,511.029294,492.934787,513.470706,161603.000000,78.539816,402.008124,401.989389,10478.000000,2057.593301,0.000000,530.000000,4.039019,3.852882,4.232246,3.473519,5.845323,0.960333,771.417334,291.123312,771.917334,733.376688,209571.000000,457.797479,457.781027,13165.000000,2668.340846,0.000000,4.203087,4.029425,4.441781,3.617068,6.268488,0.956944
12,aligned_HD_152060Bessell V1040_out.fits,12.000000,0.000000,58592.838050,2458592.838050,2458592.837790,2458592.832966,0.000000,1.170876,58.608914,NaN,45.000000,0.000000,0.000000,7.909092,5.000000,11.000000,17.000000,0.779331,0.000000,0.002933,0.000000,265.718720,0.000000,161214.000000,401.524011,491.841033,510.276806,492.341033,514.223194,125639.000000,78.539816,354.466551,354.445292,9858.000000,1599.685432,0.000000,530.000000,3.832719,3.514470,3.850092,3.178849,7.007106,0.961946,770.800172,290.381889,771.300172,734.118111,161214.000000,401.524011,401.505253,12413.000000,2052.640400,0.000000,3.911377,3.645418,4.003347,3.287489,6.596469,0.960092
13,aligned_HD_152060Bessell V1043_out.fits,13.000000,0.000000,58592.839821,2458592.839821,2458592.839561,2458592.834737,0.000000,1.163061,59.247880,NaN,45.000000,0.000000,0.000000,8.942081,5.000000,11.000000,17.000000,0.730141,0.000000,0.003005,0.000000,242.963377,0.000000,139889.355294,374.027928,491.687376,510.992914,492.187376,513.507086,102139.000000,78.539816,319.603716,319.580139,5116.000000,1300.474139,0.000000,528.000000,4.960627,4.271269,4.132887,4.409651,61.525887,0.985915,770.634128,291.099320,771.134128,733.400680,139889.355294,374.027928,374.007781,6494.000000,1781.126590,0.000000,5.014442,4.433009,4.373604,4.492415,51.724325,0.986725
14,aligned_HD_152060Bessell V1046_out.fits,14.000000,0.000000,58592.841582,2458592.841582,2458592.841322,2458592.836498,0.000000,1.155535,59.883229,NaN,45.000000,0.000000,0.000000,8.195106,5.000000,11.000000,17.000000,0.713284,0.000000,0.004522,0.000000,157.733683,0.000000,59770.000000,244.494449,492.238400,511.248171,492.738400,513.251829,42633.000000,78.539816,206.495844,206.459361,3864.000000,542.820215,0.000000,528.000000,3.671298,3.181031,3.518738,2.843325,348.627243,0.948169,771.178695,291.352967,771.678695,733.147033,59770.000000,244.494449,244.463628,5008.000000,761.015276,0.000000,3.776833,3.343787,3.652934,3.034640,347.089714,0.958516
15,aligned_HD_152060Bessell V1049_out.fits,15.000000,0.000000,58592.843350,2458592.843350,2458592.843090,2458592.838266,0.000000,1.148215,60.521257,NaN,45.000000,0.000000,0.000000,7.797256,5.000000,11.000000,17.000000,0.790574,0.000000,0.002960,0.000000,267.117042,0.000000,161613.000000,402.020582,492.477684,510.433522,492.977684,514.066478,127767.000000,78.539816,357.455660,357.434542,12374.000000,1626.779969,0.000000,521.000000,3.690130,3.267969,3.481848,3.054089,345.909007,0.978136,771.434819,290.553055,771.934819,733.946945,161613.000000,402.020582,402.001806,14739.000000,2057.720625,0.000000,3.709278,3.419530,3.639747,3.199314,344.183568,0.977305
16,aligned_HD_152060Bessell V1052_out.fits,16.000000,0.000000,58592.845111,2458592.845111,2458592.844850,2458592.840027,0.000000,1.141156,61.156586,NaN,45.000000,0.000000,0.000000,7.456019,5.000000,11.000000,17.000000,0.718180,0.000000,0.004632,0.000000,155.043319,0.000000,57519.000000,239.846904,491.781685,511.008508,492.281685,513.491492,41309.000000,78.539816,203.264693,203.227621,4093.000000,525.962524,0.000000,527.000000,3.459735,2.985291,3.394124,2.576458,358.298505,0.927461,770.687925,291.175428,771.187925,733.324572,57519.000000,239.846904,239.815478,5045.000000,732.354654,0.000000,3.655046,3.155848,3.498625,2.813071,357.166064,0.953450
17,aligned_HD_152060Bessell V1055_out.fits,17.000000,0.000000,58592.846882,2458592.846882,2458592.846621,2458592.841798,0.000000,1.134282,61.795689,NaN,45.000000,0.000000,0.000000,6.442803,5.000000,11.000000,17.000000,0.515871,0.000000,0.009258,0.000000,55.722148,0.000000,9136.000000,95.621817,491.749372,510.952152,492.249372,513.547848,4713.000000,78.539816,68.706140,68.596490,976.000000,60.007780,0.000000,530.000000,2.588289,1.993883,2.370472,1.617294,357.896839,0.866250,770.732397,291.044721,771.232397,733.455279,9136.000000,95.621817,95.543050,1337.000000,116.323165,0.000000,2.841298,2.326388,2.483712,2.169063,349.694473,0.979309
18,aligned_HD_152060Bessell V1058_out.fits,18.000000,0.000000,58592.848642,2458592.848642,2458592.848382,2458592.843559,0.000000,1.127668,62.431019,NaN,45.000000,0.000000,0.000000,6.732994,5.000000,11.000000,17.000000,0.665161,0.000000,0.006205,0.000000,107.193588,0.000000,28775.000000,169.654197,491.554180,510.339920,492.054180,514.160080,19140.000000,78.539816,138.374620,138.320163,2113.000000,243.698049,0.000000,522.000000,3.444882,2.902441,2.898862,2.906020,45.750558,0.991138,770.574267,290.469597,771.074267,734.030403,28775.000000,169.654197,169.609715,2810.000000,366.374679,0.000000,3.578304,3.087456,3.052900,3.122012,51.615077,0.990436
19,aligned_HD_152060Bessell V1061_out.fits,19.000000,0.000000,58592.850413,2458592.850413,2458592.850153,2458592.845330,0.000000,1.121230,63.070094,NaN,45.000000,0.000000,0.000000,6.213590,5.000000,11.000000,17.000000,0.596862,0.000000,0.007768,0.000000,76.836390,0.000000,15806.000000,125.751888,491.902056,511.130088,492.402056,513.369912,9434.000000,78.539816,97.167573,97.090003,1543.000000,120.117419,0.000000,527.000000,2.776527,2.228145,2.612467,1.843822,356.514841,0.886095,770.815477,291.322501,771.315477,733.177499,15806.000000,125.751888,125.691950,2330.000000,201.248242,0.000000,2.917658,2.459889,2.805207,2.114571,0.548098,0.924164
20,aligned_HD_152060Bessell V1064_out.fits,20.000000,0.000000,58592.852173,2458592.852173,2458592.851913,2458592.847090,0.000000,1.115041,63.705166,NaN,45.000000,0.000000,0.000000,4.711267,5.000000,11.000000,17.000000,0.015464,0.000000,0.005723,0.000000,2.702069,0.000000,776.000000,27.991573,491.500000,510.500000,492.000000,514.000000,12.000000,78.539816,4.419896,2.714996,12.000000,0.152789,0.000000,532.000000,1.207107,0.000000,0.000000,0.000000,0.000000,NaN,771.109714,290.475229,771.609714,734.024771,776.000000,27.991573,27.722629,370.000000,9.880339,0.000000,2.001838,1.184086,1.403153,0.965018,351.260254,0.859305
