 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5
73,HD106306_Bessell B_0259_out.fits,73,0,58589.52364,2458589.524,2458589.524,2458589.518,2458589.519,-1,-57.855843,NaN,10,0,0,6.743969,5,11,17,20.743931,0.340894,0.556379,0.309128,0.179461,0.1216,0.004483,0.006647,0.004168,0.002862,170.591598,76.048233,83.708552,74.173703,62.713357,30533.25028,174.824241,483.292499,391.805935,483.792499,632.694065,633379.6501,78.539816,795.85703,795.846021,19457,8064.440173,0,516,6.180288,5.631142,6.020721,5.241564,351.037531,0.979053,833.326557,365.858251,833.826557,658.641749,7762.43086,88.147519,88.061819,319,98.834339,0,5.59305,5.021533,5.421323,4.621743,348.162117,0.970151,795.264794,654.148777,795.764794,370.351223,10915.11549,104.511759,104.439114,428,138.975567,0,5.275094,5.237093,5.662673,4.811513,345.635224,0.966098,201.000661,625.989135,201.500661,398.510865,7209.905749,84.95567,84.866681,293,91.799371,0,5.387796,5.037704,5.482656,4.592752,348.082573,0.96328,355.311578,299.82506,355.811578,724.67494,4645.798182,68.215514,68.104716,201,59.15214,0,5.309893,4.984157,5.422614,4.545701,348.884869,0.964427
74,HD106306_Bessell B_0262_out.fits,74,0,58589.52411,2458589.524,2458589.524,2458589.519,2458589.52,-1,-57.684175,NaN,10,0,0,6.667699,5,11,17,20.425256,0.345026,0.553515,0.30657,0.180003,0.118074,0.004459,0.006523,0.004083,0.002826,172.987367,77.371821,84.851799,75.076936,63.684154,31418.58016,177.338298,483.555958,391.308377,484.055958,633.191623,641732.539,78.539816,801.087568,801.076642,22684,8170.792459,0,513,5.880276,5.390206,5.178253,5.602159,281.670252,0.992686,833.506994,365.368164,834.006994,659.131836,8059.496248,89.816859,89.732555,368,102.616693,0,4.992879,4.847974,4.567752,5.128195,277.35218,0.98581,795.513365,653.728427,796.013365,370.771573,11194.3903,105.83936,105.767743,452,142.531404,0,5.311051,5.028703,4.78753,5.269877,284.185995,0.988171,201.187821,625.481955,201.687821,399.018045,7371.966119,85.904261,85.816071,339,93.862788,0,5.04632,4.782157,4.492869,5.071445,276.797477,0.984619,355.56132,299.231815,356.06132,725.268185,4792.727494,69.284136,69.174962,223,61.022902,0,5.364002,4.802657,4.574599,5.030715,280.339103,0.989742
75,HD106306_Bessell B_0265_out.fits,75,0,58589.52459,2458589.525,2458589.525,2458589.519,2458589.52,-1,-57.513594,NaN,10,0,0,6.865058,5,11,17,20.636064,0.34154,0.560232,0.312683,0.173903,0.119134,0.00442,0.006584,0.004139,0.002761,173.217145,77.263862,85.090218,75.551375,62.988401,31487.0066,177.531047,484.653477,391.568725,485.153477,632.931275,649767.8871,78.539816,806.086994,806.076629,20892,8273.101687,0,515,5.929834,5.490907,5.473749,5.508066,312.576156,0.994531,834.548506,365.573363,835.048506,658.926637,8016.205985,89.575554,89.491001,330,102.065505,0,5.673154,4.924604,4.739498,5.10971,295.799711,0.985394,796.640274,653.915075,797.140274,370.584925,11306.02374,106.365369,106.294218,444,143.952765,0,5.503888,5.076359,4.983114,5.169604,306.307256,0.984894,202.360423,625.681973,202.860423,398.818027,7500.255126,86.647672,86.560376,329,95.496214,0,5.085072,4.935846,4.883168,4.988523,308.746327,0.990288,356.73835,299.389616,357.23835,725.110384,4664.52175,68.352629,68.242024,193,59.390535,0,5.465644,4.916506,4.845939,4.987073,309.581359,0.9767
76,HD106306_Bessell B_0268_out.fits,76,0,58589.52506,2458589.525,2458589.525,2458589.52,2458589.521,-1,-57.342574,NaN,10,0,0,7.061714,5,11,17,20.775388,0.345041,0.551222,0.306451,0.181414,0.121006,0.004495,0.006552,0.004115,0.002864,171.689522,76.761991,84.131795,74.476618,63.353004,30925.00342,175.941058,484.919339,391.505282,485.419339,632.994718,642478.9522,78.539816,801.553205,801.542491,19626,8180.296086,0,515,6.040227,5.631615,5.854739,5.408492,17.52036,0.990663,834.900562,365.464705,835.400562,659.035295,7933.144903,89.110601,89.025826,333,101.007938,0,5.318994,5.023324,5.100976,4.945673,32.647598,0.994531,797.070944,653.895717,797.570944,370.604283,10989.10775,104.864998,104.792904,386,139.917665,0,5.724706,5.230449,5.267716,5.193183,38.321799,0.996195,202.522159,625.653197,203.022159,398.846803,7254.00122,85.2149,85.125973,257,92.360812,0,5.801257,5.146706,5.31592,4.977493,24.400002,0.990056,357.04559,299.299548,357.54559,725.200452,4748.749554,68.966004,68.856383,179,60.462957,0,5.558331,5.02876,5.229239,4.82828,23.854746,0.986004
77,HD106306_Bessell B_0271_out.fits,77,0,58589.52554,2458589.526,2458589.525,2458589.52,2458589.521,-1,-57.170505,NaN,10,0,0,6.434149,5,11,17,20.760432,0.354672,0.562269,0.299084,0.173783,0.121947,0.004629,0.006721,0.004076,0.002808,170.242042,76.622812,83.659968,73.370068,61.882249,30407.26733,174.463587,485.512541,391.241166,486.012541,633.258834,631268.0208,78.539816,794.52926,794.51828,20686,8037.554074,0,514,5.564771,5.502847,5.66052,5.345174,354.888119,0.996615,835.329111,365.232761,835.829111,659.267239,7961.049604,89.267169,89.182279,373,101.363232,0,4.829071,4.85805,4.989661,4.726439,347.397331,0.996419,797.467693,653.564859,797.967693,370.935141,10943.74022,104.648527,104.576152,434,139.340028,0,5.260653,5.098688,5.252314,4.945061,356.058598,0.996306,203.129251,625.352616,203.629251,399.147384,7000.560938,83.714533,83.624201,311,89.13391,0,4.859487,5.003337,5.239332,4.767342,346.891156,0.988992,357.602228,299.046431,358.102228,725.453569,4501.916564,67.152652,67.040042,208,57.320182,0,4.59505,4.863376,5.13927,4.587481,359.268601,0.987201
78,HD106306_Bessell B_0274_out.fits,78,0,58589.52601,2458589.526,2458589.526,2458589.521,2458589.522,-1,-56.999919,NaN,10,0,0,6.827177,5,11,17,20.473634,0.343394,0.543731,0.311319,0.18309,0.118417,0.004446,0.006429,0.004132,0.00286,172.893655,77.236157,84.581002,75.337535,64.022761,31381.11172,177.232586,487.006802,391.338228,487.506802,633.161772,642485.4003,78.539816,801.557263,801.546477,20599,8180.378185,0,515,5.896831,5.589033,5.526571,5.651495,309.257111,0.987403,836.943845,365.384491,837.443845,659.115509,8021.530553,89.605226,89.520789,331,102.133299,0,5.301938,4.999423,4.775853,5.222993,300.75087,0.965003,798.938056,653.708359,799.438056,370.791641,11053.01891,105.169382,105.097308,434,140.731408,0,5.422493,5.179898,5.002759,5.357036,303.508123,0.969391,204.658933,625.478035,205.158933,399.021965,7450.154561,86.358129,86.270449,280,94.858314,0,5.67317,5.174457,5.089468,5.259447,310.031421,0.963783,359.03727,299.255702,359.53727,725.244298,4856.407689,69.742152,69.633751,205,61.833703,0,5.407303,5.002538,4.751358,5.253718,298.370077,0.966641
79,HD106306_Bessell B_0277_out.fits,79,0,58589.52649,2458589.526,2458589.526,2458589.521,2458589.522,-1,-56.827466,NaN,10,0,0,7.075992,5,11,17,20.639831,0.353758,0.540167,0.308802,0.179277,0.121142,0.004615,0.006488,0.004169,0.002863,170.377,76.646623,83.252941,74.068247,62.619243,30463.59521,174.624888,487.220896,391.216179,487.720896,633.283821,628763.4597,78.539816,792.95165,792.940477,19377,8005.665011,0,520,5.990711,5.644242,5.713599,5.574885,348.223717,0.999281,837.14051,365.323673,837.64051,659.176327,7960.607996,89.26464,89.179859,298,101.357609,0,5.601784,5.045186,5.029632,5.06074,56.41015,0.999747,799.210307,653.643408,799.710307,370.856592,10684.17869,103.400902,103.327712,386,136.035188,0,5.746783,5.22156,5.238756,5.204364,10.975976,0.99995,205.072303,625.466713,205.572303,399.033287,7187.6537,84.824664,84.735422,269,91.516049,0,5.783965,5.143145,5.237253,5.049037,356.821702,0.998645,359.277422,299.03071,359.777422,725.46929,4631.154826,68.108042,67.997181,171,58.965695,0,5.429542,5.051575,5.01825,5.084899,301.835617,0.999115
80,HD106306_Bessell B_0280_out.fits,80,0,58589.52696,2458589.527,2458589.527,2458589.522,2458589.522,-1,-56.657248,NaN,10,0,0,7.104955,5,11,17,20.554901,0.346855,0.549537,0.308529,0.179303,0.12004,0.004524,0.006551,0.004145,0.002849,171.233491,76.67457,83.891704,74.430362,62.943427,30776.23856,175.517842,487.368947,391.184173,487.868947,633.315827,632602.5434,78.539816,795.368576,795.357727,18540,8054.545743,0,520,6.263334,5.66502,5.713824,5.616217,33.811981,0.997952,837.350528,365.203828,837.850528,659.296172,7925.793645,89.069476,88.984397,311,100.914339,0,5.486202,5.117097,5.038561,5.195633,64.370994,0.997595,799.488798,653.561722,799.988798,370.938278,10914.66173,104.509519,104.43701,390,138.969789,0,5.504844,5.216909,5.245033,5.188785,37.156802,0.99841,205.09304,625.336014,205.59304,399.163986,7256.521257,85.229626,85.140832,250,92.392898,0,5.699629,5.260457,5.44413,5.076785,10.331364,0.994444,359.410298,298.997406,359.910298,725.502594,4679.261929,68.460298,68.350008,178,59.578213,0,5.494774,5.052072,5.075041,5.029102,32.515266,0.999536
81,HD106306_Bessell B_0283_out.fits,81,0,58589.52744,2458589.527,2458589.527,2458589.522,2458589.523,-1,-56.485167,NaN,10,0,0,6.694942,5,11,17,20.128717,0.350117,0.555594,0.304454,0.176639,0.115081,0.004458,0.00647,0.004017,0.00276,174.909241,78.536443,85.870028,75.797308,63.991275,32141.97233,179.366275,487.466934,391.477032,487.966934,633.022968,646976.6774,78.539816,804.354087,804.343122,21338,8237.562901,0,516,5.644177,5.40908,5.552593,5.265567,331.878656,0.990894,837.48894,365.471939,837.98894,659.028061,8335.159185,91.338663,91.255542,397,106.126543,0,5.193815,4.759985,4.834886,4.685084,324.752452,0.99112,799.55431,653.872265,800.05431,370.627735,11479.79204,107.179093,107.108501,508,146.165252,0,5.243875,4.994232,5.156498,4.831965,334.83861,0.989663,205.255348,625.651057,205.755348,398.848943,7501.803673,86.656653,86.569275,336,95.515931,0,5.270176,4.93843,5.147728,4.729132,334.589606,0.982062,359.492545,299.346462,359.992545,725.153538,4825.217439,69.518167,69.409445,212,61.436577,0,5.017712,4.736208,4.773819,4.698596,318.531416,0.983317
82,HD106306_Bessell B_0286_out.fits,82,0,58589.52791,2458589.528,2458589.528,2458589.523,2458589.523,-1,-56.314581,NaN,10,0,0,7.495978,5,11,17,20.914115,0.339389,0.570455,0.301681,0.178696,0.125652,0.00458,0.006962,0.004197,0.002925,166.444528,74.104686,81.943963,71.888345,61.085355,29057.30506,170.550799,486.559093,390.74052,487.059093,633.75948,607707.8141,78.539816,779.561755,779.550575,16311,7737.576206,0,515,6.683299,5.843403,5.926899,5.759907,26.434796,0.99776,836.633358,364.803162,837.133358,659.696838,7362.86264,85.851258,85.763014,252,93.746879,0,5.970224,5.365049,5.32492,5.405177,51.564684,0.995663,798.659692,653.285343,799.159692,371.214657,10554.82393,102.773508,102.699851,344,134.388192,0,6.181213,5.441848,5.600454,5.283242,14.562044,0.995555,204.41767,625.132546,204.91767,399.367454,6734.389789,82.109401,82.01728,233,85.744914,0,5.680364,5.408685,5.578982,5.238388,19.850951,0.993314,358.811896,298.674289,359.311896,725.825711,4405.2287,66.428825,66.315017,152,56.089114,0,6.26985,5.233409,5.275328,5.191491,34.122502,0.998132
83,HD106306_Bessell B_0289_out.fits,83,0,58589.52838,2458589.528,2458589.528,2458589.523,2458589.524,-1,-56.143055,NaN,10,0,0,7.112517,5,11,17,21.00536,0.344223,0.553508,0.307696,0.179707,0.125461,0.004602,0.006744,0.004233,0.002919,167.424773,74.792983,82.070503,72.68647,61.560225,29394.39609,171.536149,487.063118,390.56531,487.563118,633.93469,617439.8611,78.539816,785.779041,785.767791,18313,7861.488477,0,517,6.054095,5.703374,5.562311,5.844438,290.009589,0.995833,836.958158,364.614356,837.458158,659.885644,7527.195527,86.803038,86.715807,279,95.83923,0,5.664596,5.211546,4.89196,5.531132,280.578088,0.982835,798.933763,653.166463,799.433763,371.333537,10473.09604,102.375104,102.3012,373,133.3476,0,5.603868,5.326512,5.03402,5.619004,275.49673,0.987558,204.821119,624.780757,205.321119,399.719243,6916.398707,83.210329,83.119473,288,88.062323,0,5.5236,5.219329,5.077826,5.360833,295.398675,0.992651,359.223896,298.489587,359.723896,726.010413,4477.705823,66.972099,66.859272,192,57.011921,0,5.22045,4.981698,4.539133,5.424263,276.358283,0.967341
84,HD106306_Bessell B_0292_out.fits,84,0,58589.52885,2458589.529,2458589.529,2458589.524,2458589.524,-1,-55.975637,NaN,10,0,0,6.808812,5,11,17,20.753747,0.35183,0.551378,0.305763,0.176695,0.121045,0.004568,0.006562,0.004113,0.002819,171.455092,77.021034,84.022358,74.332256,62.689073,30842.17133,175.705531,488.229651,390.788861,488.729651,633.711139,640090.632,78.539816,800.061981,800.051305,19528,8149.887048,0,518,5.954328,5.620357,5.72087,5.519844,349.158602,0.998519,838.275448,364.795001,838.775448,659.704999,8027.042307,89.635944,89.551601,337,102.203477,0,5.337135,5.038963,5.02604,5.051887,303.69794,0.999822,800.341504,653.319301,800.841504,371.180699,10961.67043,104.734151,104.661854,408,139.568323,0,5.445612,5.142801,5.088125,5.197476,294.862132,0.998918,206.105458,625.065722,206.605458,399.434278,7222.128904,85.027671,84.938572,299,91.955001,0,5.326783,5.113065,5.296116,4.930013,337.112399,0.989488,360.203902,298.73371,360.703902,725.76629,4631.329697,68.109353,67.998439,198,58.967921,0,4.867686,4.863868,4.827542,4.900194,305.236203,0.998003
85,HD106306_Bessell B_0295_out.fits,85,0,58589.52932,2458589.529,2458589.529,2458589.524,2458589.525,-1,-55.805001,NaN,10,0,0,8.004268,5,11,17,21.045648,0.34713,0.562791,0.306687,0.173012,0.127096,0.004683,0.006917,0.00427,0.00288,165.588137,74.120797,81.358407,71.823311,60.076394,28751.19986,169.651106,488.622953,390.934499,489.122953,633.565501,605087.6421,78.539816,777.879484,777.868108,14146,7704.21514,0,506,7.429513,6.000405,5.962503,6.038306,304.276623,0.998806,838.610575,364.896699,839.110575,659.603301,7408.636321,86.117456,86.029438,211,94.329687,0,6.654634,5.621269,5.586104,5.656434,308.252844,0.997126,800.592464,653.325174,801.092464,371.174826,10353.85552,101.791136,101.716671,305,131.829383,0,6.634591,5.67429,5.58002,5.76856,305.202569,0.990189,206.484944,625.142047,206.984944,399.357953,6748.074731,82.192669,82.100689,223,85.919156,0,6.404753,5.562987,5.507634,5.618341,300.792989,0.998251,360.571971,298.688047,361.071971,725.811953,4240.633282,65.178303,65.062039,155,53.99342,0,6.089036,5.409236,5.20703,5.611441,290.438417,0.990251
86,HD106306_Bessell B_0298_out.fits,86,0,58589.5298,2458589.53,2458589.53,2458589.525,2458589.525,-1,-55.63251,NaN,10,0,0,7.437824,5,11,17,20.950913,0.354798,0.54877,0.309394,0.173024,0.125055,0.004706,0.00669,0.004247,0.002846,167.533036,75.394192,82.026314,72.843727,60.790157,29435.90535,171.657249,488.104582,390.374473,488.604582,634.125527,616709.0899,78.539816,785.314198,785.302356,17492,7852.184008,0,504,6.325703,5.799224,5.983293,5.615155,335.87354,0.990929,838.105352,364.400929,838.605352,660.099071,7708.756001,87.842666,87.756399,271,98.15093,0,5.564598,5.200263,5.341392,5.059135,327.605324,0.983786,800.048144,652.780302,800.548144,371.719698,10429.91794,102.164054,102.089899,363,132.79784,0,5.799404,5.417226,5.549976,5.284476,327.6214,0.986808,205.668455,624.47916,206.168455,400.02084,6955.354663,83.44414,83.353422,268,88.558326,0,5.960933,5.332784,5.536298,5.12927,331.520632,0.980461,360.203552,298.296094,360.703552,726.203906,4341.876747,65.950426,65.835462,170,55.282492,0,5.534211,5.09219,5.1811,5.003279,322.958228,0.983795
87,HD106306_Bessell B_0301_out.fits,87,0,58589.53027,2458589.53,2458589.53,2458589.525,2458589.526,-1,-55.461886,NaN,10,0,0,7.262095,5,11,17,20.690582,0.350779,0.552911,0.306119,0.176322,0.119797,0.004524,0.006529,0.004087,0.002794,172.713664,77.536084,84.678959,74.906402,63.107066,31300.5736,177.005141,487.666818,390.705714,488.166818,633.794286,647627.1,78.539816,804.75815,804.747488,19913,8245.84434,0,513,6.210745,5.566028,5.749982,5.382074,333.48587,0.987947,837.61929,364.77891,838.11929,659.72109,8128.334235,90.199236,90.115334,303,103.493166,0,5.909427,4.994129,5.162528,4.825729,332.479649,0.986179,799.666687,653.225096,800.166687,371.274904,11144.51139,105.603314,105.531834,416,141.896326,0,5.67585,5.133193,5.374707,4.891678,335.614035,0.979704,205.4621,624.805915,205.9621,399.694085,7336.00461,85.694636,85.606346,272,93.404912,0,5.533448,5.01681,5.242863,4.790757,333.042375,0.976684,359.729835,298.606182,360.229835,725.893818,4691.723364,68.551348,68.441008,190,59.736877,0,5.543183,4.862919,4.97843,4.747407,324.35879,0.978108
88,HD106306_Bessell B_0304_out.fits,88,0,58589.53075,2458589.531,2458589.531,2458589.526,2458589.526,-1,-55.290381,NaN,10,0,0,7.375345,5,11,17,20.621676,0.346175,0.556514,0.301876,0.181236,0.120683,0.004527,0.006636,0.004088,0.002875,170.874139,76.471477,83.861568,73.838378,63.04112,30642.77053,175.137354,487.294318,390.548696,487.794318,633.951304,631905.286,78.539816,794.930164,794.919245,18587,8045.667987,0,502,6.402385,5.686463,5.6623,5.710626,312.042947,0.993197,837.210991,364.609592,837.710991,659.890408,7879.924561,88.811612,88.726287,292,100.330316,0,5.757456,5.233804,5.044157,5.423451,299.152299,0.981025,799.416156,653.086961,799.916156,371.413039,10955.97107,104.70691,104.634652,367,139.495756,0,5.776423,5.333913,5.192788,5.475039,302.893182,0.983377,205.035583,624.656561,205.535583,399.843439,7105.383651,84.33846,84.24844,251,90.468554,0,5.994334,5.267975,5.287678,5.248272,316.753665,0.98505,359.297098,298.483576,359.797098,726.016424,4701.491243,68.622717,68.51217,172,59.861246,0,5.684032,5.127522,4.854048,5.400997,291.820772,0.978396
89,HD106306_Bessell B_0307_out.fits,89,0,58589.53122,2458589.531,2458589.531,2458589.526,2458589.527,-1,-55.118801,NaN,10,0,0,7.28141,5,11,17,20.902468,0.345195,0.551676,0.306127,0.181298,0.123227,0.004552,0.006637,0.004162,0.002898,169.6261,75.836984,83.119049,73.55055,62.568544,30178.45187,173.806633,487.917072,390.053465,488.417072,634.446535,630804.1137,78.539816,794.237129,794.226422,17872,8031.647426,0,513,6.278572,5.762903,5.875359,5.650446,341.097273,0.997562,837.966905,364.258531,838.466905,660.241469,7744.189296,88.044144,87.958028,294,98.602081,0,5.56769,5.2144,5.289614,5.139187,327.186271,0.995115,799.900889,652.432565,800.400889,372.067435,10729.51033,103.619903,103.54681,394,136.612368,0,5.689708,5.337679,5.449791,5.225567,332.630611,0.99471,205.68955,624.261753,206.18955,400.238247,7073.154435,84.147064,84.057056,254,90.058199,0,5.843583,5.287859,5.439252,5.136466,338.682832,0.993952,359.897745,297.855408,360.397745,726.644592,4631.597809,68.111393,68.000339,179,58.971335,0,5.65215,5.140417,5.148497,5.132337,316.985238,0.997939
90,HD106306_Bessell B_0310_out.fits,90,0,58589.53169,2458589.532,2458589.532,2458589.526,2458589.527,-1,-54.948621,NaN,10,0,0,7.279176,5,11,17,20.717108,0.346198,0.559773,0.308192,0.174213,0.119915,0.004478,0.006597,0.004106,0.002772,172.764894,77.31065,84.850602,75.060744,62.857557,31317.29411,177.0524,489.398042,390.564302,489.898042,633.935698,648803.7714,78.539816,805.489103,805.478025,20075,8260.826185,0,518,6.255548,5.499916,5.500018,5.499813,315.013868,0.994058,839.174508,364.668362,839.674508,659.831638,8053.773178,89.784983,89.700671,323,102.543825,0,5.7886,4.987783,4.896033,5.079533,306.611898,0.983764,801.289945,652.944052,801.789945,371.555948,11239.18076,106.050689,105.979328,423,143.101694,0,5.890643,5.199782,5.111934,5.287631,304.017955,0.991843,207.03675,624.753307,207.53675,399.746693,7377.930591,85.938912,85.850873,296,93.93873,0,5.625844,4.989653,4.990471,4.988836,315.099737,0.991135,361.205659,298.42505,361.705659,726.07495,4646.409583,68.219967,68.109232,187,59.159924,0,5.553833,4.788072,4.617755,4.958388,297.069661,0.985289
91,HD106306_Bessell B_0313_out.fits,91,0,58589.53217,2458589.532,2458589.532,2458589.527,2458589.528,-1,-54.776623,NaN,10,0,0,6.845012,5,11,17,20.989447,0.343247,0.550621,0.316657,0.174904,0.125318,0.004591,0.006711,0.004322,0.002867,167.489878,74.771482,82.041894,73.265698,61.003958,29418.33491,171.60617,488.778589,390.357167,489.278589,634.142833,617474.5845,78.539816,785.801224,785.789798,20194,7861.930589,0,508,5.714367,5.644533,5.724134,5.564931,325.929998,0.994264,838.724028,364.397458,839.224028,660.102542,7517.423213,86.746776,86.659396,324,95.714805,0,5.262702,5.146877,5.193625,5.100128,320.517453,0.990994,800.766683,652.84534,801.266683,371.65466,10446.36159,102.244528,102.170373,411,133.007207,0,5.55425,5.249564,5.286217,5.212911,320.19927,0.994015,206.522801,624.565373,207.022801,399.934627,7075.136064,84.159034,84.068647,281,90.08343,0,5.385645,5.122937,5.199741,5.046132,325.892366,0.993475,360.769424,298.25693,361.269424,726.24307,4379.414046,66.234341,66.119991,202,55.760431,0,5.02892,4.989663,4.956406,5.022919,311.769966,0.985964
92,HD106306_Bessell B_0316_out.fits,92,0,58589.53264,2458589.533,2458589.533,2458589.527,2458589.528,-1,-54.605465,NaN,10,0,0,7.513936,5,11,17,20.872156,0.351374,0.563491,0.297229,0.177101,0.123391,0.004626,0.006778,0.004085,0.002862,169.154641,75.954052,83.140666,72.769856,61.889084,30013.07219,173.330211,488.917488,390.579564,489.417488,633.920436,626437.531,78.539816,791.483596,791.472538,16142,7976.050368,0,512,6.748596,5.840514,5.866956,5.814073,30.736935,0.999641,838.826784,364.62865,839.326784,659.87135,7803.778686,88.381879,88.296139,254,99.360796,0,6.231332,5.350354,5.193154,5.507553,79.556659,0.996051,800.899013,653.05205,801.399013,371.44795,10816.8844,104.040705,103.967811,378,137.72485,0,6.066827,5.540423,5.506581,5.574264,83.278359,0.999842,206.69958,624.912606,207.19958,399.587394,6876.785563,82.971969,82.880829,239,87.557953,0,5.630443,5.345866,5.269282,5.42245,271.80469,0.999176,360.894253,298.55161,361.394253,725.94839,4515.623539,67.254662,67.142164,151,57.494705,0,6.047468,5.30961,5.147855,5.471365,85.752937,0.996212
93,HD106306_Bessell B_0319_out.fits,93,0,58589.53312,2458589.533,2458589.533,2458589.528,2458589.529,-1,-54.434085,NaN,10,0,0,7.154529,5,11,17,20.415091,0.344878,0.556607,0.305474,0.179231,0.117525,0.004439,0.006527,0.004056,0.002807,173.708036,77.686919,85.274216,75.318868,63.854691,31681.38201,178.077663,488.673756,390.357563,489.173756,634.142437,646778.2918,78.539816,804.230764,804.219785,20674,8235.036978,0,515,6.22536,5.564783,5.768059,5.361507,330.310624,0.979482,838.834531,364.425589,839.334531,660.074411,8124.318037,90.177003,90.093014,354,103.44203,0,5.504395,5.058295,5.272508,4.844082,330.865093,0.974157,800.873771,652.730044,801.373771,371.769956,11328.54087,106.471155,106.400094,431,144.239462,0,5.958564,5.156307,5.411302,4.901311,330.112361,0.961584,206.434321,624.478329,206.934321,400.021671,7413.282448,86.144381,86.056483,317,94.388844,0,5.052849,4.976134,5.184987,4.76728,325.927969,0.949335,360.710717,298.242917,361.210717,726.257083,4815.240658,69.446388,69.337525,199,61.309548,0,5.517542,4.913528,4.902695,4.924361,314.242811,0.972163
94,HD106306_Bessell B_0322_out.fits,94,0,58589.53638,2458589.536,2458589.536,2458589.531,2458589.532,-1,-53.255824,NaN,10,0,0,5.456211,5,11,17,19.9119,0.347458,0.558216,0.307085,0.175031,0.111996,0.004359,0.006389,0.003976,0.002699,177.791815,79.704464,87.366038,77.243044,64.854696,33226.25672,182.363776,491.893645,389.367307,492.393645,635.132693,661597.9018,78.539816,813.392152,813.381221,34236,8423.726112,0,519,4.212974,4.931253,5.066087,4.79642,14.352183,0.996119,841.728916,363.475919,842.228916,661.024081,8567.787942,92.603282,92.521428,566,109.088464,0,3.855698,4.261296,4.313614,4.208979,36.305425,0.993252,803.859217,651.907024,804.359217,372.592976,11902.98646,109.135541,109.066087,773,151.553531,0,3.963928,4.416378,4.563962,4.268793,15.636315,0.993899,209.437575,623.513657,209.937575,400.986343,7806.135319,88.39521,88.309483,536,99.390802,0,3.996306,4.275363,4.468669,4.082057,18.294377,0.987368,363.832084,297.165212,364.332084,727.334788,4949.346999,70.405251,70.297981,313,63.017043,0,4.097618,4.231056,4.297469,4.164643,35.530162,0.99065
95,HD106306_Bessell B_0325_out.fits,95,0,58589.53686,2458589.537,2458589.537,2458589.532,2458589.532,-1,-53.084377,NaN,10,0,0,5.170725,5,11,17,20.170788,0.34096,0.555327,0.306654,0.182032,0.115067,0.00436,0.006454,0.004029,0.002809,175.296499,78.200368,86.04997,76.107169,64.805519,32281.1564,179.75386,492.912242,389.60034,493.412242,634.89966,651136.3615,78.539816,806.936256,806.924161,31980,8290.525645,0,510,4.283664,5.020773,5.171214,4.870332,25.280683,0.991117,842.831279,363.627353,843.331279,660.872647,8207.984154,90.63976,90.556111,570,104.5073,0,3.891546,4.300771,4.4377,4.163842,23.20558,0.991488,804.950178,652.05316,805.450178,372.44684,11525.93998,107.394198,107.323674,664,146.752826,0,4.223186,4.502861,4.572228,4.433494,34.703704,0.99233,210.515619,623.812382,211.015619,400.687618,7575.955022,87.083425,86.996521,512,96.460055,0,3.920521,4.346294,4.475939,4.216649,27.088518,0.989629,364.878772,297.356817,365.378772,727.143183,4971.277252,70.560947,70.453665,323,63.296268,0,4.078497,4.248009,4.292978,4.20304,36.786204,0.994397
