 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5
24,HD106306_Bessell B_0112_out.fits,24,0,58589.50044,2458589.5,2458589.5,2458589.495,2458589.496,-1,-66.229041,NaN,10,0,0,5.652418,5,11,17,21.002328,0.354822,0.550824,0.314535,0.167744,0.125018,0.004693,0.006693,0.004288,0.002782,167.994688,75.598915,82.292384,73.35702,60.287354,29594.81989,172.119265,460.435546,399.366603,460.935546,625.133397,621560.1166,78.539816,788.396397,788.385284,25685,7913.949199,0,522,4.770023,5.292875,5.348425,5.237325,320.195255,0.986458,810.435827,373.359836,810.935827,651.140164,7750.757608,88.081358,87.995438,426,98.685711,0,4.468054,4.632716,4.606992,4.65844,313.001677,0.974614,772.560095,661.785033,773.060095,362.714967,10511.53231,102.56258,102.488962,512,133.836986,0,4.731035,4.812623,5.000086,4.62516,329.892472,0.975479,178.232832,633.554789,178.732832,390.945211,7081.290013,84.195286,84.10554,353,90.161785,0,4.524377,4.753688,4.952673,4.554703,327.343886,0.959964,332.258132,307.253262,332.758132,717.246738,4251.239956,65.25938,65.143738,234,54.128468,0,4.251523,4.497609,4.734039,4.26118,329.721059,0.954504
25,HD106306_Bessell B_0115_out.fits,25,0,58589.50092,2458589.501,2458589.501,2458589.496,2458589.496,-1,-66.057374,NaN,10,0,0,5.836323,5,11,17,20.869079,0.370132,0.542593,0.315671,0.160341,0.126322,0.004929,0.006719,0.004371,0.002748,165.205513,75.093849,80.759536,72.217318,58.339004,28629.55398,169.292132,462.000305,398.578632,462.500305,625.921368,597472.4331,78.539816,772.969445,772.957375,21901,7607.255288,0,514,5.035348,5.464939,5.230954,5.698924,296.862678,0.979129,811.975775,372.655904,812.475775,651.844096,7734.085421,87.986722,87.900597,384,98.473434,0,4.574463,4.796206,4.31052,5.281891,288.29146,0.937671,773.94374,661.202711,774.44374,363.297289,10070.1783,100.387988,100.312582,455,128.217492,0,4.693888,4.971999,4.605528,5.33847,292.925238,0.955692,179.721656,632.894281,180.221656,391.605719,6869.131964,82.925834,82.834644,312,87.460505,0,4.71391,4.948036,4.642645,5.253428,293.02468,0.968607,334.203425,306.577666,334.703425,717.922334,3956.158299,62.958084,62.837972,205,50.371372,0,4.511589,4.67372,4.316759,5.030682,292.659866,0.953352
26,HD106306_Bessell B_0118_out.fits,26,0,58589.50138,2458589.501,2458589.501,2458589.496,2458589.497,-1,-65.890378,NaN,10,0,0,5.831678,5,11,17,20.961267,0.348486,0.568157,0.319289,0.159081,0.126585,0.004697,0.006973,0.004398,0.002729,165.590686,74.198748,81.474328,72.592659,58.301979,28757.31768,169.669112,462.402783,398.576842,462.902783,625.923158,602789.8205,78.539816,776.401501,776.389303,22825,7674.958367,0,513,5.019702,5.385273,5.366074,5.404472,311.734936,0.996069,812.330549,372.649037,812.830549,651.850963,7431.691299,86.251233,86.163305,376,94.623232,0,4.438125,4.710564,4.467555,4.953572,292.593053,0.978684,774.354299,660.952089,774.854299,363.547911,10419.03193,102.110782,102.03655,466,132.659235,0,4.688873,5.005564,4.922297,5.088832,304.684587,0.991089,180.230916,632.714647,180.730916,391.785353,6959.729571,83.470304,83.379708,310,88.614029,0,4.639148,4.900125,4.79855,5.001699,296.733849,0.995154,334.613509,306.507043,335.113509,717.992957,3946.864875,62.88425,62.763965,219,50.253044,0,4.536218,4.709967,4.731511,4.688422,318.766799,0.995131
27,HD106306_Bessell B_0121_out.fits,27,0,58589.50186,2458589.502,2458589.502,2458589.497,2458589.497,-1,-65.718832,NaN,10,0,0,6.317735,5,11,17,21.07574,0.354225,0.545357,0.321925,0.165504,0.128662,0.004808,0.006807,0.004474,0.002829,163.807249,73.679121,80.118244,71.954049,58.496687,28134.86272,167.824702,462.795439,398.834625,463.295439,625.665375,592963.059,78.539816,770.046912,770.03498,20269,7549.840152,0,511,5.756448,5.650331,5.577353,5.723309,305.367102,0.993873,812.670431,372.780774,813.170431,651.719226,7359.242801,85.830093,85.741988,310,93.70079,0,5.042181,4.954586,4.715444,5.193727,295.729625,0.976108,774.91343,661.415525,775.41343,363.084475,9928.798014,99.681322,99.605401,420,126.417383,0,5.052926,5.169837,5.108096,5.231578,309.841311,0.98222,180.498053,633.13116,180.998053,391.36884,6851.613264,82.820186,82.728784,285,87.23745,0,5.036724,5.02146,4.895362,5.147558,304.162286,0.981533,335.102601,306.657818,335.602601,717.842182,3995.208643,63.2675,63.147882,208,50.868576,0,4.868716,4.904078,4.761622,5.046535,300.13479,0.986299
28,HD106306_Bessell B_0124_out.fits,28,0,58589.50233,2458589.502,2458589.502,2458589.497,2458589.498,-1,-65.547274,NaN,10,0,0,5.89481,5,11,17,20.867446,0.352874,0.558638,0.317614,0.162386,0.123316,0.004639,0.006725,0.004287,0.002705,169.219087,76.061074,83.071656,74.090039,60.032131,30036.22081,173.396935,462.68721,398.254015,463.18721,626.245985,626779.2066,78.539816,791.699577,791.688192,25593,7980.400717,0,517,4.873852,5.285906,5.356281,5.215532,337.011686,0.998532,812.688731,372.216011,813.188731,652.283989,7834.441025,88.555096,88.46968,409,99.751201,0,4.461945,4.648711,4.675653,4.62177,323.423199,0.9984,774.733692,660.517466,775.233692,363.982534,10765.40554,103.793023,103.719935,522,137.0694,0,4.663969,4.810939,4.944968,4.676909,346.0375,0.996029,180.526669,632.415757,181.026669,392.084243,7240.297404,85.134407,85.04549,355,92.18633,0,4.805856,4.747736,4.836212,4.659261,329.534464,0.99412,334.827509,306.186156,335.327509,718.313844,4196.076844,64.835431,64.718886,265,53.42611,0,4.350691,4.421085,4.572018,4.270153,334.001067,0.98773
29,HD106306_Bessell B_0127_out.fits,29,0,58589.5028,2458589.503,2458589.503,2458589.498,2458589.498,-1,-65.379852,NaN,10,0,0,5.993243,5,11,17,20.650481,0.351036,0.549198,0.316183,0.170194,0.12141,0.004596,0.006592,0.00425,0.002773,170.088805,76.374539,83.314549,74.401478,61.37905,30360.01497,174.328107,461.786393,398.351201,462.286393,626.148799,626948.9206,78.539816,791.806606,791.795517,24912,7982.561583,0,514,5.023256,5.304758,5.091925,5.517592,295.972762,0.983108,811.853239,372.299974,812.353239,652.200026,7888.356981,88.859062,88.773804,355,100.437681,0,4.930778,4.794443,4.503867,5.085019,292.063042,0.971693,773.88215,660.743373,774.38215,363.756627,10762.76432,103.780202,103.707298,533,137.035771,0,4.936348,4.949047,4.689699,5.208395,296.821131,0.968915,179.53292,632.430219,180.03292,392.069781,7293.305484,85.44516,85.356566,361,92.86125,0,4.72986,4.681791,4.45345,4.910132,299.828353,0.962894,333.699453,306.140663,334.199453,718.359337,4415.588177,66.506768,66.393065,229,56.221015,0,4.451163,4.644894,4.501694,4.788095,304.469311,0.970617
30,HD106306_Bessell B_0130_out.fits,30,0,58589.50327,2458589.503,2458589.503,2458589.498,2458589.499,-1,-65.210073,NaN,10,0,0,6.113004,5,11,17,20.679376,0.354972,0.556388,0.309877,0.168178,0.121503,0.004633,0.006662,0.004184,0.00275,170.196223,76.624543,83.520771,74.054362,61.155906,30396.37969,174.432376,461.361829,398.391797,461.861829,626.108203,628578.157,78.539816,792.834754,792.823667,22443,8003.305665,0,512,5.324088,5.390969,5.333365,5.448573,310.720063,0.97939,811.441961,372.364425,811.941961,652.135575,7963.164924,89.278961,89.194194,379,101.390165,0,4.746447,4.779792,4.559769,4.999815,303.492033,0.94479,773.338367,660.734919,773.838367,363.765081,10866.30201,104.277907,104.205218,494,138.354054,0,4.734816,4.847728,4.7533,4.942156,309.732988,0.954626,179.22567,632.369198,179.72567,392.130802,7190.858256,84.843493,84.754387,336,91.556851,0,4.802659,4.734789,4.701226,4.768352,313.033654,0.957275,333.355668,306.25967,333.855668,718.24033,4376.054498,66.208915,66.094641,205,55.717656,0,4.96377,4.764393,4.712606,4.816179,312.703705,0.926306
31,HD106306_Bessell B_0133_out.fits,31,0,58589.50374,2458589.504,2458589.504,2458589.499,2458589.499,-1,-65.038109,NaN,10,0,0,6.026134,5,11,17,21.020191,0.355895,0.551975,0.322746,0.15991,0.125885,0.004733,0.006746,0.004397,0.002715,166.979888,75.194804,81.818435,73.40012,58.898736,29237.62176,171.078613,462.786921,397.775667,463.286921,626.724333,614580.3921,78.539816,783.957528,783.946031,23574,7825.080586,0,510,5.270652,5.464912,5.184434,5.74539,297.837023,0.967039,812.795098,371.921847,813.295098,652.578153,7674.278659,87.64619,87.559752,392,97.711951,0,4.669563,4.88358,4.475954,5.291207,292.658513,0.944417,774.838054,660.388497,775.338054,364.111503,10398.63951,102.010811,101.936642,468,132.39959,0,4.738736,5.003725,4.657085,5.350365,297.709042,0.940978,180.524307,632.017544,181.024307,392.482456,7133.891703,84.5071,84.417661,331,90.83153,0,4.673468,4.96477,4.664102,5.265439,300.010021,0.941676,334.905345,305.715245,335.405345,718.784755,4030.811884,63.548264,63.429143,208,51.321891,0,4.665245,4.659186,4.237095,5.081277,295.571857,0.917945
32,HD106306_Bessell B_0136_out.fits,32,0,58589.50422,2458589.504,2458589.504,2458589.499,2458589.5,-1,-64.86701,NaN,10,0,0,6.154144,5,11,17,21.166398,0.345634,0.559114,0.328159,0.159361,0.125827,0.004596,0.006772,0.00442,0.00269,168.2188,75.209625,82.563984,74.247098,59.252847,29663.34956,172.318306,463.670541,397.466076,464.170541,627.033924,627866.2576,78.539816,792.385675,792.374569,22403,7994.24148,0,517,5.362483,5.397255,5.501334,5.293176,341.762374,0.997701,813.487521,371.504575,813.987521,652.995425,7619.20302,87.331489,87.244625,367,97.010706,0,4.661507,4.723618,4.696067,4.751168,308.105963,0.997605,775.67704,659.848834,776.17704,364.651166,10637.57587,103.175268,103.101994,446,135.441823,0,5.085491,4.987779,5.08019,4.895367,338.441834,0.997425,181.436708,631.631554,181.936708,392.868446,7329.167419,85.654621,85.566515,320,93.317858,0,4.90298,4.831744,4.90164,4.761848,349.413264,0.999038,335.872294,305.290021,336.372294,719.209979,4077.40325,63.913688,63.795462,213,51.915111,0,4.732124,4.510676,4.596094,4.425258,330.897164,0.994836
33,HD106306_Bessell B_0139_out.fits,33,0,58589.50469,2458589.505,2458589.505,2458589.499,2458589.5,-1,-64.69498,NaN,10,0,0,6.163827,5,11,17,21.423579,0.345685,0.569582,0.31703,0.162131,0.128979,0.004656,0.00697,0.004364,0.002755,166.101005,74.24536,81.713415,72.646917,58.856847,28906.25449,170.107357,465.008429,397.342651,465.508429,627.157349,619275.432,78.539816,786.946214,786.934889,21552,7884.859691,0,518,5.325467,5.476607,5.34759,5.605625,298.585904,0.992455,814.762955,371.356173,815.262955,653.143827,7425.551773,86.215577,86.127728,356,94.545062,0,4.904269,4.921927,4.774604,5.06925,299.021748,0.98723,777.006744,659.753208,777.506744,364.746792,10489.72636,102.456238,102.382506,459,133.559344,0,4.958379,4.967806,4.682771,5.252841,291.770745,0.975103,182.539305,631.499609,183.039305,393.000391,6958.201784,83.461235,83.370463,299,88.594577,0,4.945882,4.919711,4.716399,5.123023,297.276213,0.979759,336.844063,305.296604,337.344063,719.203396,4032.774574,63.563581,63.444735,207,51.346881,0,4.530996,4.629926,4.316832,4.943021,290.733805,0.967718
34,HD106306_Bessell B_0142_out.fits,34,0,58589.50517,2458589.505,2458589.505,2458589.5,2458589.501,-1,-64.523872,NaN,10,0,0,6.000196,5,11,17,21.039047,0.348677,0.574458,0.317407,0.15697,0.124541,0.004606,0.006901,0.004293,0.002652,168.932842,75.700103,83.236736,73.938428,59.185816,29923.6396,173.071985,464.861777,397.091203,465.361777,627.408797,629564.85,78.539816,793.456779,793.445676,24443,8015.86863,0,506,5.132704,5.382002,5.665276,5.098729,352.909247,0.988276,814.717468,371.035503,815.217468,653.464497,7736.240054,87.998799,87.913019,393,98.500868,0,4.757032,4.709103,5.0992,4.319006,349.02541,0.968526,776.912114,659.418682,777.412114,365.081318,10917.96353,104.525305,104.452826,522,139.011829,0,4.828044,4.90148,5.236423,4.566536,349.244549,0.97862,182.691024,631.202958,183.191024,393.297042,7209.594401,84.953895,84.864789,336,91.795407,0,4.601448,4.757459,5.111208,4.40371,352.711093,0.976648,336.768279,304.885976,337.268279,719.614024,4059.841615,63.776324,63.657504,239,51.691509,0,4.517923,4.484624,4.769801,4.199448,350.837635,0.982195
35,HD106306_Bessell B_0145_out.fits,35,0,58589.50564,2458589.506,2458589.506,2458589.5,2458589.501,-1,-64.353747,NaN,10,0,0,6.462896,5,11,17,21.366114,0.349961,0.555947,0.322209,0.162477,0.130285,0.00476,0.006914,0.004473,0.002794,163.995785,73.527322,80.4096,72.031013,58.15844,28182.26597,167.965848,463.923315,396.303715,464.423315,628.196285,602145.501,78.539816,775.986483,775.974214,18806,7666.754635,0,515,5.88474,5.612989,5.558627,5.667352,309.200773,0.990719,813.731101,370.314771,814.231101,654.185229,7305.904236,85.518841,85.430347,305,93.021662,0,5.038763,5.055475,4.973778,5.137172,307.332953,0.98507,776.033832,658.768791,776.533832,365.731209,10069.65188,100.385327,100.309997,371,128.21079,0,5.508066,5.23229,5.11211,5.35247,303.622574,0.985909,181.752755,630.472928,182.252755,394.027072,6867.737112,82.917471,82.826177,277,87.442745,0,5.137172,5.058303,4.910737,5.205868,300.244707,0.985994,335.931389,304.277869,336.431389,720.222131,3938.972749,62.821436,62.701093,196,50.152559,0,4.745543,4.693858,4.401074,4.986643,291.786268,0.97058
36,HD106306_Bessell B_0148_out.fits,36,0,58589.5061,2458589.506,2458589.506,2458589.501,2458589.502,-1,-64.186254,NaN,10,0,0,6.417008,5,11,17,21.524236,0.345894,0.561707,0.32077,0.163413,0.129801,0.004666,0.0069,0.00441,0.002773,165.824814,74.125123,81.411616,72.738794,58.919781,28804.32539,169.807554,464.660269,396.723506,465.160269,627.776494,619991.0931,78.539816,787.401001,787.389262,20400,7893.971771,0,507,5.786462,5.500554,5.17467,5.826438,277.084944,0.985169,814.45167,370.755682,814.95167,653.744318,7402.687619,86.082807,85.994961,342,94.253946,0,4.717606,4.997589,4.595257,5.399921,274.560214,0.973749,776.724679,659.205407,777.224679,365.294593,10360.19231,101.822278,101.747795,406,131.910065,0,5.165113,5.101121,4.677267,5.524975,273.436364,0.972366,182.416827,630.980602,182.916827,393.519398,6995.589292,83.68481,83.594493,300,89.070609,0,4.876303,4.999734,4.534035,5.465434,281.232035,0.960059,336.607386,304.594634,337.107386,719.905366,4045.856169,63.666569,63.547576,202,51.513441,0,5.076659,4.624331,4.212844,5.035818,283.761754,0.960358
37,HD106306_Bessell B_0151_out.fits,37,0,58589.50658,2458589.507,2458589.507,2458589.501,2458589.502,-1,-64.014758,NaN,10,0,0,5.623109,5,11,17,20.887057,0.353191,0.567467,0.313477,0.160502,0.124487,0.004682,0.006874,0.004282,0.002708,167.785015,75.431016,82.546707,73.210195,59.270987,29528.4959,171.926612,466.216032,395.801811,466.716032,628.698189,616763.363,78.539816,785.348673,785.33699,25967,7852.875036,0,516,4.694776,5.256657,5.198412,5.314902,302.521588,0.997242,816.025895,369.785074,816.525895,654.714926,7707.113005,87.833245,87.747105,439,98.130011,0,4.326905,4.65606,4.71029,4.601831,323.355338,0.993439,778.204569,658.292205,778.704569,366.207795,10690.14308,103.429797,103.356512,581,136.111129,0,4.043943,4.702361,4.569358,4.835364,298.222704,0.989543,183.88491,630.012436,184.38491,394.487564,7047.333722,83.993415,83.903407,395,89.72944,0,4.385188,4.625279,4.612067,4.63849,312.313518,0.996278,338.173356,303.699658,338.673356,720.800342,4083.906095,63.964555,63.846393,244,51.997907,0,4.247727,4.454384,4.485188,4.42358,319.197868,0.991028
38,HD106306_Bessell B_0154_out.fits,38,0,58589.50705,2458589.507,2458589.507,2458589.502,2458589.503,-1,-63.843211,NaN,10,0,0,6.160241,5,11,17,21.615369,0.353095,0.560345,0.324486,0.15599,0.131618,0.004786,0.006953,0.004491,0.002719,164.228421,73.770466,80.592889,72.244754,57.370061,28247.6649,168.16045,466.434463,396.221851,466.934463,628.278149,610583.6964,78.539816,781.404268,781.392835,20007,7774.193076,0,510,5.556282,5.60397,5.27794,5.93,286.28036,0.981069,816.618797,370.296407,817.118797,654.203593,7371.330931,85.900517,85.812416,313,93.8547,0,5.063932,5.17823,4.828343,5.528116,286.212753,0.974601,778.47532,658.604891,778.97532,365.895109,10144.18615,100.755963,100.680752,395,129.15979,0,5.001871,5.142263,4.852182,5.432345,289.111475,0.979506,184.251624,630.349733,184.751624,394.150267,6920.398111,83.234334,83.143551,297,88.113245,0,5.077252,5.041907,4.674782,5.409031,288.508538,0.967084,338.361426,304.212573,338.861426,720.287427,3811.749708,61.800644,61.678155,188,48.532705,0,4.478761,4.863657,4.507233,5.220082,287.93782,0.967631
39,HD106306_Bessell B_0157_out.fits,39,0,58589.50753,2458589.508,2458589.507,2458589.502,2458589.503,-1,-63.672108,NaN,10,0,0,6.0149,5,11,17,20.970011,0.354714,0.560428,0.316001,0.161293,0.124843,0.004693,0.006794,0.004303,0.002714,167.970833,75.585352,82.487006,73.438084,59.437074,29588.53129,172.101114,466.335472,395.85158,466.835472,628.64842,620471.8408,78.539816,787.706007,787.694693,23690,7900.092842,0,519,5.092871,5.421067,5.352827,5.489308,304.09108,0.995413,816.286624,369.939851,816.786624,654.560149,7747.365276,88.06211,87.976149,351,98.642518,0,4.821072,4.935406,5.020316,4.850496,326.098348,0.991709,778.28264,658.303168,778.78264,366.196832,10626.72264,103.122668,103.049337,464,135.303635,0,4.813054,4.951497,4.941517,4.961478,312.796811,0.997247,183.99238,630.083138,184.49238,394.416862,7104.867034,84.335313,84.245458,348,90.461977,0,4.807987,4.804605,4.749706,4.859505,305.683673,0.994885,338.158745,303.669593,338.658745,720.830407,4109.576338,64.164856,64.047153,220,52.324751,0,4.379272,4.528752,4.577209,4.480295,327.468479,0.997424
40,HD106306_Bessell B_0160_out.fits,40,0,58589.508,2458589.508,2458589.508,2458589.503,2458589.504,-1,-63.5007,NaN,10,0,0,5.835585,5,11,17,20.75982,0.342817,0.557121,0.315705,0.172282,0.12251,0.004532,0.006699,0.004261,0.002806,169.453665,75.643961,83.164583,74.085445,61.407043,30126.62109,173.657475,466.84977,395.715079,467.34977,628.784921,625423.2234,78.539816,790.842792,790.831288,25282,7963.135802,0,512,4.984517,5.342291,5.912741,4.77184,355.112891,0.954091,816.871224,369.812881,817.371224,654.687119,7691.238165,87.742909,87.656521,424,97.927886,0,4.494838,4.750907,5.392321,4.109492,353.816216,0.926296,778.833901,658.054117,779.333901,366.445883,10778.9754,103.858323,103.785379,526,137.242177,0,4.598129,4.880828,5.546876,4.214779,354.47003,0.925468,184.533953,629.893239,185.033953,394.606761,7228.920454,85.067599,84.978541,357,92.041474,0,4.346952,4.688571,5.349643,4.027499,351.887574,0.917076,338.742847,303.585685,339.242847,720.914315,4427.487068,66.596194,66.482584,259,56.372516,0,4.73859,4.635296,5.361322,3.90927,353.515327,0.901553
41,HD106306_Bessell B_0163_out.fits,41,0,58589.50847,2458589.508,2458589.508,2458589.503,2458589.504,-1,-63.329923,NaN,10,0,0,5.90843,5,11,17,20.837554,0.347419,0.55935,0.32853,0.157627,0.124996,0.004654,0.006833,0.004462,0.002694,166.705503,74.65296,81.855284,73.626325,58.506745,29153.29509,170.832013,467.367706,395.637838,467.867706,628.862162,607483.3689,78.539816,779.417865,779.406524,21985,7734.71848,0,507,5.203771,5.459554,5.040968,5.878141,283.347111,0.970885,817.462562,369.713682,817.962562,654.786318,7516.896624,86.743672,86.656427,365,95.7081,0,4.502205,4.857746,4.250797,5.464694,281.705249,0.928112,779.329283,658.074288,779.829283,366.425712,10457.50129,102.29895,102.224913,463,133.149042,0,4.760659,4.966276,4.463481,5.469072,285.031502,0.946369,185.090066,629.875174,185.590066,394.624826,7209.276098,84.951987,84.862948,346,91.791354,0,4.602741,4.975923,4.61649,5.335357,289.173704,0.966418,339.441772,303.485673,339.941772,721.014327,3969.621073,63.065022,62.944893,216,50.542785,0,4.637189,4.556114,4.242818,4.869411,291.454687,0.965074
42,HD106306_Bessell B_0166_out.fits,42,0,58589.50895,2458589.509,2458589.509,2458589.504,2458589.504,-1,-63.157875,NaN,10,0,0,6.412704,5,11,17,21.243156,0.34979,0.555363,0.318532,0.165789,0.125725,0.004617,0.006704,0.004304,0.002746,168.964803,75.756107,82.84402,74.004115,60.366306,29921.9357,173.067089,468.810667,395.639342,469.310667,628.860658,635636.3508,78.539816,797.273549,797.26256,21432,8093.173379,0,510,5.752255,5.46742,5.376276,5.558564,306.67613,0.986464,818.634221,369.765578,819.134221,654.734422,7754.090101,88.100306,88.014337,340,98.728141,0,5.106005,4.852755,4.610054,5.095455,295.086693,0.97573,780.706161,658.168171,781.206161,366.331829,10684.02254,103.400157,103.326947,440,136.0332,0,5.213375,5.000318,4.811513,5.189123,299.858753,0.977637,186.537079,629.807001,187.037079,394.692999,7228.563738,85.065455,84.976489,308,92.036932,0,5.04969,4.920006,4.788282,5.05173,305.929372,0.970467,341.001255,303.377771,341.501255,721.122229,4255.259326,65.290346,65.174403,192,54.179644,0,5.033766,4.825852,4.682947,4.968757,307.53452,0.947256
43,HD106306_Bessell B_0169_out.fits,43,0,58589.50943,2458589.509,2458589.509,2458589.504,2458589.505,-1,-62.986362,NaN,10,0,0,6.930419,5,11,17,20.437027,0.351125,0.543707,0.317897,0.17192,0.119003,0.004552,0.006471,0.004225,0.002764,171.734922,77.137053,84.017137,75.245202,62.210596,30964.82963,176.054207,469.902011,395.316424,470.402011,629.183576,632829.0511,78.539816,795.511033,795.500031,19553,8057.42973,0,515,6.21798,5.543749,5.584306,5.503191,321.547565,0.99583,819.915506,369.216491,820.415506,655.283509,8047.023986,89.747335,89.663097,309,102.457892,0,5.497045,4.869498,4.823023,4.915973,308.990211,0.9916,781.892629,657.677683,782.392629,366.822317,10906.0809,104.46842,104.395959,391,138.860535,0,5.676272,5.153577,5.182947,5.124208,318.104001,0.988892,187.537902,629.485966,188.037902,395.014034,7469.195183,86.468255,86.380778,293,95.100747,0,5.458412,5.064152,5.023064,5.10524,310.087831,0.990957,342.088841,303.100724,342.588841,721.399276,4542.529557,67.454352,67.342275,199,57.837283,0,5.389683,4.840228,4.755789,4.924667,307.533858,0.981677
44,HD106306_Bessell B_0172_out.fits,44,0,58589.5099,2458589.51,2458589.51,2458589.505,2458589.505,-1,-62.815681,NaN,10,0,0,7.001596,5,11,17,20.780441,0.352431,0.526674,0.322272,0.177444,0.123474,0.00466,0.00643,0.004357,0.002879,168.297895,75.631404,81.908343,73.970891,61.623371,29716.08035,172.471321,470.698383,394.795353,471.198383,629.704647,617513.2638,78.539816,785.825759,785.814485,19424,7862.423069,0,518,6.10886,5.665359,5.549144,5.781574,306.757047,0.979117,820.863103,368.783161,821.363103,655.716839,7743.728004,88.041478,87.955452,309,98.596207,0,5.729606,5.200187,4.952242,5.448133,299.562818,0.965624,782.815294,657.304621,783.315294,367.195379,10251.49651,101.28703,101.212332,412,130.526108,0,5.433381,5.279265,5.124346,5.434183,307.017835,0.954545,188.437066,629.085268,188.937066,395.414732,7242.572484,85.147839,85.058794,279,92.215297,0,5.314306,5.264092,5.131097,5.397088,306.383606,0.970946,342.860886,302.558854,343.360886,721.941146,4478.28335,66.976396,66.863606,211,57.019275,0,5.491407,4.98363,4.734947,5.232314,298.970484,0.964824
45,HD106306_Bessell B_0175_out.fits,45,0,58589.51037,2458589.51,2458589.51,2458589.505,2458589.506,-1,-62.64411,NaN,10,0,0,6.258855,5,11,17,20.382187,0.366723,0.533007,0.307806,0.174577,0.118084,0.004682,0.00633,0.004104,0.002777,172.607573,78.333673,84.197814,74.995734,62.870179,31283.94116,176.95817,471.510419,395.070702,472.010419,629.429298,637635.132,78.539816,798.526041,798.515138,24265,8118.622651,0,516,5.095152,5.273911,5.222249,5.325573,310.447069,0.984678,821.420355,369.113618,821.920355,655.386382,8394.189418,91.661037,91.5786,404,106.878139,0,4.704976,4.717614,4.714464,4.720764,314.764717,0.973561,783.668449,657.496968,784.168449,367.003032,10877.03427,104.329241,104.256814,466,138.490702,0,5.060999,4.884357,4.969898,4.798817,320.976516,0.971416,189.174736,629.250967,189.674736,395.249033,7363.002942,85.852111,85.763797,343,93.748665,0,4.794152,4.769546,4.90641,4.632681,324.047712,0.965915,343.33971,302.872518,343.83971,721.627482,4649.714536,68.244214,68.133462,233,59.202004,0,4.637403,4.584498,4.568936,4.600059,313.814023,0.973094
46,HD106306_Bessell B_0178_out.fits,46,0,58589.51085,2458589.511,2458589.511,2458589.506,2458589.506,-1,-62.473086,NaN,10,0,0,6.581231,5,11,17,20.417905,0.36585,0.527829,0.312255,0.174696,0.119123,0.004706,0.006323,0.004177,0.002798,171.402516,77.740617,83.48142,74.751409,62.443335,30846.52683,175.717885,472.501698,395.121736,473.001698,629.378264,629821.4626,78.539816,793.618308,793.607527,20390,8019.135923,0,510,5.663493,5.492176,5.434078,5.550275,300.019649,0.998206,822.417134,369.170427,822.917134,655.329573,8262.404014,90.939311,90.856241,322,105.200195,0,5.324279,5.013285,5.008859,5.017712,314.293337,0.994874,784.427264,657.541337,784.927264,366.958663,10656.74388,103.268155,103.194871,453,135.685877,0,5.37851,5.010712,4.964526,5.056899,308.629211,0.993015,190.173574,629.363792,190.673574,395.136208,7340.018446,85.717995,85.629843,282,93.456017,0,5.359651,5.028969,5.070042,4.987897,320.627737,0.992997,344.384875,302.940873,344.884875,721.559127,4587.360494,67.785916,67.674242,209,58.408088,0,4.921365,4.876654,4.642756,5.110553,289.047927,0.985211
